Time(s),Delta_X(km),Delta_Y(km),Delta_Z(km),Delta_VX(km/s),Delta_VY(km/s),Delta_VZ(km/s)
38820.0000,-6.8270365449e+01,2.5740438328e+00,5.7564896360e+01,-5.8927679340e-03,-5.4985961175e-02,-3.5643237249e-03
38830.0000,-6.8327934450e+01,2.0240709286e+00,5.7528096175e+01,-5.6209806000e-03,-5.5008231509e-02,-3.7956961387e-03
38840.0000,-6.8382784050e+01,1.4738869745e+00,5.7488982795e+01,-5.3488896813e-03,-5.5028169242e-02,-4.0269609132e-03
38850.0000,-6.8434911274e+01,9.2351530135e-01,5.7447557348e+01,-5.0765074358e-03,-5.5045773612e-02,-4.2581076549e-03
38860.0000,-6.8484313270e+01,3.7297924886e-01,5.7403821067e+01,-4.8038461285e-03,-5.5061043974e-02,-4.4891259825e-03
38870.0000,-6.8530987310e+01,-1.7769783642e-01,5.7357775287e+01,-4.5309180310e-03,-5.5073979799e-02,-4.7200055270e-03
38880.0000,-6.8574930785e+01,-7.2849260286e-01,5.7309421449e+01,-4.2577354208e-03,-5.5084580675e-02,-4.9507359330e-03
38890.0000,-6.8616141213e+01,-1.2793816955e+00,5.7258761097e+01,-3.9843105807e-03,-5.5092846306e-02,-5.1813068584e-03
38900.0000,-6.8654616232e+01,-1.8303417578e+00,5.7205795878e+01,-3.7106557975e-03,-5.5098776513e-02,-5.4117079757e-03
38910.0000,-6.8690353604e+01,-2.3813494328e+00,5.7150527540e+01,-3.4367833623e-03,-5.5102371232e-02,-5.6419289721e-03
38920.0000,-6.8723351214e+01,-2.9323813649e+00,5.7092957938e+01,-3.1627055687e-03,-5.5103630517e-02,-5.8719595504e-03
38930.0000,-6.8753607070e+01,-3.4834142012e+00,5.7033089026e+01,-2.8884347127e-03,-5.5102554536e-02,-6.1017894294e-03
38940.0000,-6.8781119303e+01,-4.0344245922e+00,5.6970922862e+01,-2.6139830919e-03,-5.5099143572e-02,-6.3314083444e-03
38950.0000,-6.8805886166e+01,-4.5853891934e+00,5.6906461608e+01,-2.3393630045e-03,-5.5093398026e-02,-6.5608060482e-03
38960.0000,-6.8827906037e+01,-5.1362846659e+00,5.6839707525e+01,-2.0645867491e-03,-5.5085318410e-02,-6.7899723111e-03
38970.0000,-6.8847177416e+01,-5.6870876777e+00,5.6770662979e+01,-1.7896666232e-03,-5.5074905355e-02,-7.0188969219e-03
38980.0000,-6.8863698925e+01,-6.2377749041e+00,5.6699330436e+01,-1.5146149230e-03,-5.5062159606e-02,-7.2475696884e-03
38990.0000,-6.8877469311e+01,-6.7883230283e+00,5.6625712465e+01,-1.2394439425e-03,-5.5047082020e-02,-7.4759804380e-03
39000.0000,-6.8888487443e+01,-7.3387087425e+00,5.6549811736e+01,-9.6416597285e-04,-5.5029673570e-02,-7.7041190182e-03
39010.0000,-6.8896752312e+01,-7.8889087478e+00,5.6471631021e+01,-6.8879330137e-04,-5.5009935345e-02,-7.9319752974e-03
39020.0000,-6.8902263034e+01,-8.4388997546e+00,5.6391173194e+01,-4.1333821095e-04,-5.4987868544e-02,-8.1595391653e-03
39030.0000,-6.8905018845e+01,-8.9886584833e+00,5.6308441229e+01,-1.3781297926e-04,-5.4963474484e-02,-8.3868005334e-03
39040.0000,-6.8905019106e+01,-9.5381616638e+00,5.6223438202e+01,1.3777012203e-04,-5.4936754592e-02,-8.6137493361e-03
39050.0000,-6.8902263298e+01,-1.0087386036e+01,5.6136167291e+01,4.1339882799e-04,-5.4907710410e-02,-8.8403755309e-03
39060.0000,-6.8896751027e+01,-1.0636308350e+01,5.6046631774e+01,6.8906088124e-04,-5.4876343594e-02,-9.0666690989e-03
39070.0000,-6.8888482019e+01,-1.1184905364e+01,5.5954835029e+01,9.6474403267e-04,-5.4842655910e-02,-9.2926200458e-03
39080.0000,-6.8877456124e+01,-1.1733153848e+01,5.5860780536e+01,1.2404360423e-03,-5.4806649240e-02,-9.5182184024e-03
39090.0000,-6.8863673311e+01,-1.2281030581e+01,5.5764471877e+01,1.5161246798e-03,-5.4768325576e-02,-9.7434542247e-03
39100.0000,-6.8847133676e+01,-1.2828512463e+01,5.5665912717e+01,1.7917977204e-03,-5.4727687018e-02,-9.9683175902e-03
39110.0000,-6.8827837440e+01,-1.3375576423e+01,5.5565106822e+01,2.0674429497e-03,-5.4684735773e-02,-1.0192798602e-02
39120.0000,-6.8805784945e+01,-1.3922199381e+01,5.5462058062e+01,2.3430481659e-03,-5.4639474166e-02,-1.0416887391e-02
39130.0000,-6.8780976650e+01,-1.4468358187e+01,5.5356770418e+01,2.6186011838e-03,-5.4591904632e-02,-1.0640574119e-02
39140.0000,-6.8753413139e+01,-1.5014029762e+01,5.5249247959e+01,2.8940898286e-03,-5.4542029717e-02,-1.0863848976e-02
39150.0000,-6.8723095112e+01,-1.5559191077e+01,5.5139494851e+01,3.1695019383e-03,-5.4489852076e-02,-1.1086702176e-02
39160.0000,-6.8690023397e+01,-1.6103819123e+01,5.5027515358e+01,3.4448253650e-03,-5.4435374471e-02,-1.1309123964e-02
39170.0000,-6.8654198941e+01,-1.6647890917e+01,5.4913313841e+01,3.7200479761e-03,-5.4378599777e-02,-1.1531104615e-02
39180.0000,-6.8615622811e+01,-1.7191383501e+01,5.4796894761e+01,3.9951576547e-03,-5.4319530975e-02,-1.1752634431e-02
39190.0000,-6.8574296199e+01,-1.7734273948e+01,5.4678262676e+01,4.2701423002e-03,-5.4258171155e-02,-1.1973703749e-02
39200.0000,-6.8530220416e+01,-1.8276539356e+01,5.4557422239e+01,4.5449898290e-03,-5.4194523516e-02,-1.2194302933e-02
39210.0000,-6.8483396894e+01,-1.8818156861e+01,5.4434378202e+01,4.8196881749e-03,-5.4128591364e-02,-1.2414422379e-02
39220.0000,-6.8433827186e+01,-1.9359103627e+01,5.4309135412e+01,5.0942252900e-03,-5.4060378112e-02,-1.2634052517e-02
39230.0000,-6.8381512965e+01,-1.9899356859e+01,5.4181698809e+01,5.3685891452e-03,-5.3989887279e-02,-1.2853183807e-02
39240.0000,-6.8326456023e+01,-2.0438893794e+01,5.4052073431e+01,5.6427677308e-03,-5.3917122492e-02,-1.3071806743e-02
39250.0000,-6.8268658273e+01,-2.0977691711e+01,5.3920264410e+01,5.9167490571e-03,-5.3842087481e-02,-1.3289911850e-02
39260.0000,-6.8208121748e+01,-2.1515727925e+01,5.3786276970e+01,6.1905211553e-03,-5.3764786085e-02,-1.3507489689e-02
39270.0000,-6.8144848600e+01,-2.2052979794e+01,5.3650116430e+01,6.4640720776e-03,-5.3685222245e-02,-1.3724530855e-02
39280.0000,-6.8078841099e+01,-2.2589424718e+01,5.3511788205e+01,6.7373898985e-03,-5.3603400008e-02,-1.3941025976e-02
39290.0000,-6.8010101635e+01,-2.3125040137e+01,5.3371297799e+01,7.0104627149e-03,-5.3519323524e-02,-1.4156965715e-02
39300.0000,-6.7938632718e+01,-2.3659803536e+01,5.3228650811e+01,7.2832786471e-03,-5.3432997047e-02,-1.4372340772e-02
39310.0000,-6.7864436974e+01,-2.4193692445e+01,5.3083852932e+01,7.5558258392e-03,-5.3344424934e-02,-1.4587141882e-02
39320.0000,-6.7787517149e+01,-2.4726684437e+01,5.2936909947e+01,7.8280924598e-03,-5.3253611646e-02,-1.4801359816e-02
39330.0000,-6.7707876107e+01,-2.5258757131e+01,5.2787827731e+01,8.1000667029e-03,-5.3160561743e-02,-1.5014985383e-02
39340.0000,-6.7625516829e+01,-2.5789888190e+01,5.2636612252e+01,8.3717367882e-03,-5.3065279890e-02,-1.5228009429e-02
39350.0000,-6.7540442417e+01,-2.6320055323e+01,5.2483269569e+01,8.6430909619e-03,-5.2967770852e-02,-1.5440422837e-02
39360.0000,-6.7452656087e+01,-2.6849236288e+01,5.2327805834e+01,8.9141174976e-03,-5.2868039495e-02,-1.5652216529e-02
39370.0000,-6.7362161174e+01,-2.7377408883e+01,5.2170227290e+01,9.1848046964e-03,-5.2766090786e-02,-1.5863381466e-02
39380.0000,-6.7268961132e+01,-2.7904550957e+01,5.2010540269e+01,9.4551408883e-03,-5.2661929790e-02,-1.6073908648e-02
39390.0000,-6.7173059529e+01,-2.8430640400e+01,5.1848751199e+01,9.7251144320e-03,-5.2555561674e-02,-1.6283789114e-02
39400.0000,-6.7074460053e+01,-2.8955655150e+01,5.1684866595e+01,9.9947137166e-03,-5.2446991702e-02,-1.6493013946e-02
39410.0000,-6.6973166508e+01,-2.9479573189e+01,5.1518893064e+01,1.0263927161e-02,-5.2336225238e-02,-1.6701574263e-02
39420.0000,-6.6869182814e+01,-3.0002372541e+01,5.1350837307e+01,1.0532743217e-02,-5.2223267745e-02,-1.6909461228e-02
39430.0000,-6.6762513008e+01,-3.0524031275e+01,5.1180706113e+01,1.0801150365e-02,-5.2108124780e-02,-1.7116666044e-02
39440.0000,-6.6653161238e+01,-3.1044527564e+01,5.1008506347e+01,1.1069137118e-02,-5.1990801999e-02,-1.7323179956e-02
39450.0000,-6.6541131748e+01,-3.1563839763e+01,5.0834244928e+01,1.1336692011e-02,-5.1871305145e-02,-1.7528994238e-02
39460.0000,-6.6426428905e+01,-3.2081946226e+01,5.0657928880e+01,1.1603803617e-02,-5.1749640058e-02,-1.7734100216e-02
39470.0000,-6.6309057200e+01,-3.2598825287e+01,5.0479565332e+01,1.1870460547e-02,-5.1625812681e-02,-1.7938489258e-02
39480.0000,-6.6189021248e+01,-3.3114455288e+01,5.0299161515e+01,1.2136651447e-02,-5.1499829050e-02,-1.8142152780e-02
39490.0000,-6.6066325764e+01,-3.3628814699e+01,5.0116724725e+01,1.2402364996e-02,-5.1371695294e-02,-1.8345082237e-02
39500.0000,-6.5940975577e+01,-3.4141882049e+01,4.9932262345e+01,1.2667589906e-02,-5.1241417634e-02,-1.8547269129e-02
39510.0000,-6.5812975630e+01,-3.4653635932e+01,4.9745781843e+01,1.2932314927e-02,-5.1109002384e-02,-1.8748704999e-02
39520.0000,-6.5682330979e+01,-3.5164055002e+01,4.9557290773e+01,1.3196528843e-02,-5.0974455951e-02,-1.8949381435e-02
39530.0000,-6.5549046792e+01,-3.5673117977e+01,4.9366796771e+01,1.3460220476e-02,-5.0837784831e-02,-1.9149290069e-02
39540.0000,-6.5413128347e+01,-3.6180803644e+01,4.9174307557e+01,1.3723378684e-02,-5.0698995614e-02,-1.9348422578e-02
39550.0000,-6.5274581033e+01,-3.6687090852e+01,4.8979830934e+01,1.3985992364e-02,-5.0558094978e-02,-1.9546770687e-02
39560.0000,-6.5133410353e+01,-3.7191958521e+01,4.8783374788e+01,1.4248050450e-02,-5.0415089692e-02,-1.9744326163e-02
39570.0000,-6.4989621917e+01,-3.7695385640e+01,4.8584947086e+01,1.4509541914e-02,-5.0269986613e-02,-1.9941080821e-02
39580.0000,-6.4843221446e+01,-3.8197351264e+01,4.8384555876e+01,1.4770455769e-02,-5.0122792687e-02,-2.0137026523e-02
39590.0000,-6.4694214770e+01,-3.8697834523e+01,4.8182209288e+01,1.5030781067e-02,-4.9973514949e-02,-2.0332155177e-02
39600.0000,-6.4542607830e+01,-3.9196814616e+01,4.7977915532e+01,1.5290506899e-02,-4.9822160519e-02,-2.0526458737e-02
39610.0000,-6.4388406672e+01,-3.9694270814e+01,4.7771682898e+01,1.5549622398e-02,-4.9668736606e-02,-2.0719929206e-02
39620.0000,-6.4231617455e+01,-4.0190182461e+01,4.7563519756e+01,1.5808116737e-02,-4.9513250503e-02,-2.0912558633e-02
39630.0000,-6.4072246444e+01,-4.0684528973e+01,4.7353434555e+01,1.6065979131e-02,-4.9355709589e-02,-2.1104339118e-02
39640.0000,-6.3910300010e+01,-4.1177289842e+01,4.7141435824e+01,1.6323198837e-02,-4.9196121330e-02,-2.1295262806e-02
39650.0000,-6.3745784636e+01,-4.1668444631e+01,4.6927532169e+01,1.6579765156e-02,-4.9034493272e-02,-2.1485321892e-02
39660.0000,-6.3578706908e+01,-4.2157972978e+01,4.6711732276e+01,1.6835667429e-02,-4.8870833049e-02,-2.1674508619e-02
39670.0000,-6.3409073522e+01,-4.2645854594e+01,4.6494044910e+01,1.7090895045e-02,-4.8705148374e-02,-2.1862815282e-02
39680.0000,-6.3236891279e+01,-4.3132069267e+01,4.6274478912e+01,1.7345437432e-02,-4.8537447046e-02,-2.2050234223e-02
39690.0000,-6.3062167088e+01,-4.3616596856e+01,4.6053043204e+01,1.7599284066e-02,-4.8367736943e-02,-2.2236757835e-02
39700.0000,-6.2884907958e+01,-4.4099417317e+01,4.5829746773e+01,1.7852424466e-02,-4.8196026024e-02,-2.2422378559e-02
39710.0000,-6.2705120999e+01,-4.4580510696e+01,4.5604598682e+01,1.8104848195e-02,-4.8022322329e-02,-2.2607088887e-02
39720.0000,-6.2522813426e+01,-4.5059857117e+01,4.5377608067e+01,1.8356544863e-02,-4.7846633978e-02,-2.2790881361e-02
39730.0000,-6.2337992563e+01,-4.5537436775e+01,4.5148784144e+01,1.8607504124e-02,-4.7668969168e-02,-2.2973748573e-02
39740.0000,-6.2150665837e+01,-4.6013229937e+01,4.4918136206e+01,1.8857715683e-02,-4.7489336177e-02,-2.3155683169e-02
39750.0000,-6.1960840777e+01,-4.6487216964e+01,4.4685673615e+01,1.9107169286e-02,-4.7307743360e-02,-2.3336677844e-02
39760.0000,-6.1768525011e+01,-4.6959378302e+01,4.4451405805e+01,1.9355854732e-02,-4.7124199148e-02,-2.3516725345e-02
39770.0000,-6.1573726274e+01,-4.7429694477e+01,4.4215342286e+01,1.9603761864e-02,-4.6938712049e-02,-2.3695818469e-02
39780.0000,-6.1376452399e+01,-4.7898146103e+01,4.3977492637e+01,1.9850880573e-02,-4.6751290646e-02,-2.3873950068e-02
39790.0000,-6.1176711321e+01,-4.8364713879e+01,4.3737866510e+01,2.0097200800e-02,-4.6561943599e-02,-2.4051113044e-02
39800.0000,-6.0974511076e+01,-4.8829378591e+01,4.3496473626e+01,2.0342712535e-02,-4.6370679641e-02,-2.4227300352e-02
39810.0000,-6.0769859798e+01,-4.9292121112e+01,4.3253323778e+01,2.0587405815e-02,-4.6177507578e-02,-2.4402504998e-02
39820.0000,-6.0562765723e+01,-4.9752922406e+01,4.3008426828e+01,2.0831270729e-02,-4.5982436290e-02,-2.4576720044e-02
39830.0000,-6.0353237183e+01,-5.0211763525e+01,4.2761792705e+01,2.1074297414e-02,-4.5785474730e-02,-2.4749938601e-02
39840.0000,-6.0141282610e+01,-5.0668625612e+01,4.2513431409e+01,2.1316476057e-02,-4.5586631920e-02,-2.4922153836e-02
39850.0000,-5.9926910531e+01,-5.1123489902e+01,4.2263353006e+01,2.1557796898e-02,-4.5385916956e-02,-2.5093358968e-02
39860.0000,-5.9710129573e+01,-5.1576337720e+01,4.2011567630e+01,2.1798250225e-02,-4.5183339004e-02,-2.5263547270e-02
39870.0000,-5.9490948458e+01,-5.2027150485e+01,4.1758085482e+01,2.2037826379e-02,-4.4978907296e-02,-2.5432712067e-02
39880.0000,-5.9269376005e+01,-5.2475909707e+01,4.1502916828e+01,2.2276515753e-02,-4.4772631138e-02,-2.5600846740e-02
39890.0000,-5.9045421130e+01,-5.2922596990e+01,4.1246072002e+01,2.2514308789e-02,-4.4564519900e-02,-2.5767944724e-02
39900.0000,-5.8819092843e+01,-5.3367194032e+01,4.0987561404e+01,2.2751195986e-02,-4.4354583023e-02,-2.5933999505e-02
39910.0000,-5.8590400249e+01,-5.3809682622e+01,4.0727395497e+01,2.2987167891e-02,-4.4142830013e-02,-2.6099004629e-02
39920.0000,-5.8359352551e+01,-5.4250044646e+01,4.0465584813e+01,2.3222215108e-02,-4.3929270442e-02,-2.6262953691e-02
39930.0000,-5.8125959044e+01,-5.4688262080e+01,4.0202139945e+01,2.3456328291e-02,-4.3713913949e-02,-2.6425840344e-02
39940.0000,-5.7890229117e+01,-5.5124316995e+01,3.9937071554e+01,2.3689498150e-02,-4.3496770237e-02,-2.6587658296e-02
39950.0000,-5.7652172256e+01,-5.5558191560e+01,3.9670390362e+01,2.3921715448e-02,-4.3277849072e-02,-2.6748401308e-02
39960.0000,-5.7411798024e+01,-5.5989868063e+01,3.9402107143e+01,2.4152971002e-02,-4.3057160285e-02,-2.6908063197e-02
39970.0000,-5.7169116081e+01,-5.6419328885e+01,3.9132232733e+01,2.4383255680e-02,-4.2834713770e-02,-2.7066637835e-02
39980.0000,-5.6924136181e+01,-5.6846556503e+01,3.8860778035e+01,2.4612560409e-02,-4.2610519481e-02,-2.7224119147e-02
39990.0000,-5.6676868173e+01,-5.7271533477e+01,3.8587754018e+01,2.4840876170e-02,-4.2384587435e-02,-2.7380501118e-02
40000.0000,-5.6427321988e+01,-5.7694242486e+01,3.8313171702e+01,2.5068193999e-02,-4.2156927710e-02,-2.7535777786e-02
40010.0000,-5.6175507650e+01,-5.8114666304e+01,3.8037042168e+01,2.5294504986e-02,-4.1927550443e-02,-2.7689943245e-02
40020.0000,-5.5921435272e+01,-5.8532787808e+01,3.7759376558e+01,2.5519800278e-02,-4.1696465830e-02,-2.7842991644e-02
40030.0000,-5.5665115054e+01,-5.8948589973e+01,3.7480186071e+01,2.5744071079e-02,-4.1463684128e-02,-2.7994917190e-02
40040.0000,-5.5406557286e+01,-5.9362055880e+01,3.7199481967e+01,2.5967308647e-02,-4.1229215649e-02,-2.8145714144e-02
40050.0000,-5.5145772346e+01,-5.9773168711e+01,3.6917275561e+01,2.6189504299e-02,-4.0993070764e-02,-2.8295376825e-02
40060.0000,-5.4882770697e+01,-6.0181911751e+01,3.6633578224e+01,2.6410649408e-02,-4.0755259900e-02,-2.8443899606e-02
40070.0000,-5.4617562887e+01,-6.0588268393e+01,3.6348401385e+01,2.6630735401e-02,-4.0515793539e-02,-2.8591276919e-02
40080.0000,-5.4350159551e+01,-6.0992222134e+01,3.6061756527e+01,2.6849753767e-02,-4.0274682220e-02,-2.8737503250e-02
40090.0000,-5.4080571408e+01,-6.1393756576e+01,3.5773655186e+01,2.7067696048e-02,-4.0031936536e-02,-2.8882573142e-02
40100.0000,-5.3808809261e+01,-6.1792855429e+01,3.5484108953e+01,2.7284553846e-02,-3.9787567131e-02,-2.9026481195e-02
40110.0000,-5.3534883994e+01,-6.2189502512e+01,3.5193129473e+01,2.7500318820e-02,-3.9541584707e-02,-2.9169222066e-02
40120.0000,-5.3258806577e+01,-6.2583681748e+01,3.4900728444e+01,2.7714982687e-02,-3.9294000015e-02,-2.9310790466e-02
40130.0000,-5.2980588060e+01,-6.2975377173e+01,3.4606917613e+01,2.7928537221e-02,-3.9044823857e-02,-2.9451181167e-02
40140.0000,-5.2700239575e+01,-6.3364572928e+01,3.4311708783e+01,2.8140974257e-02,-3.8794067090e-02,-2.9590388993e-02
40150.0000,-5.2417772338e+01,-6.3751253264e+01,3.4015113805e+01,2.8352285686e-02,-3.8541740617e-02,-2.9728408828e-02
40160.0000,-5.2133197642e+01,-6.4135402541e+01,3.3717144584e+01,2.8562463459e-02,-3.8287855393e-02,-2.9865235612e-02
40170.0000,-5.1846526863e+01,-6.4517005228e+01,3.3417813075e+01,2.8771499586e-02,-3.8032422423e-02,-3.0000864343e-02
40180.0000,-5.1557771457e+01,-6.4896045902e+01,3.3117131282e+01,2.8979386136e-02,-3.7775452757e-02,-3.0135290073e-02
40190.0000,-5.1266942962e+01,-6.5272509251e+01,3.2815111261e+01,2.9186115236e-02,-3.7516957496e-02,-3.0268507915e-02
40200.0000,-5.0974052992e+01,-6.5646380070e+01,3.2511765119e+01,2.9391679076e-02,-3.7256947785e-02,-3.0400513036e-02
40210.0000,-5.0679113245e+01,-6.6017643264e+01,3.2207105010e+01,2.9596069903e-02,-3.6995434818e-02,-3.0531300662e-02
40220.0000,-5.0382135495e+01,-6.6386283846e+01,3.1901143143e+01,2.9799280024e-02,-3.6732429834e-02,-3.0660866077e-02
40230.0000,-5.0083131599e+01,-6.6752286936e+01,3.1593891771e+01,3.0001301809e-02,-3.6467944114e-02,-3.0789204620e-02
40240.0000,-4.9782113471e+01,-6.7115637792e+01,3.1285363183e+01,3.0202127684e-02,-3.6201988988e-02,-3.0916311689e-02
40250.0000,-4.9479093093e+01,-6.7476321800e+01,3.0975569696e+01,3.0401750133e-02,-3.5934575826e-02,-3.1042182733e-02
40260.0000,-4.9174082526e+01,-6.7834324452e+01,3.0664523686e+01,3.0600161702e-02,-3.5665716041e-02,-3.1166813264e-02
40270.0000,-4.8867093928e+01,-6.8189631325e+01,3.0352237589e+01,3.0797355000e-02,-3.5395421091e-02,-3.1290198849e-02
40280.0000,-4.8558139521e+01,-6.8542228118e+01,3.0038723883e+01,3.0993322696e-02,-3.5123702473e-02,-3.1412335114e-02
40290.0000,-4.8247231594e+01,-6.8892100657e+01,2.9723995076e+01,3.1188057519e-02,-3.4850571726e-02,-3.1533217741e-02
40300.0000,-4.7934382508e+01,-6.9239234881e+01,2.9408063725e+01,3.1381552256e-02,-3.4576040429e-02,-3.1652842469e-02
40310.0000,-4.7619604701e+01,-6.9583616841e+01,2.9090942429e+01,3.1573799760e-02,-3.4300120200e-02,-3.1771205094e-02
40320.0000,-4.7302910681e+01,-6.9925232708e+01,2.8772643830e+01,3.1764792942e-02,-3.4022822698e-02,-3.1888301469e-02
40330.0000,-4.6984313027e+01,-7.0264068763e+01,2.8453180615e+01,3.1954524774e-02,-3.3744159619e-02,-3.2004127505e-02
40340.0000,-4.6663824392e+01,-7.0600111409e+01,2.8132565507e+01,3.2142988290e-02,-3.3464142695e-02,-3.2118679171e-02
40350.0000,-4.6341457494e+01,-7.0933347163e+01,2.7810811274e+01,3.2330176585e-02,-3.3182783697e-02,-3.2231952490e-02
40360.0000,-4.6017225123e+01,-7.1263762661e+01,2.7487930721e+01,3.2516082817e-02,-3.2900094432e-02,-3.2343943545e-02
40370.0000,-4.5691140133e+01,-7.1591344659e+01,2.7163936689e+01,3.2700700202e-02,-3.2616086743e-02,-3.2454648475e-02
40380.0000,-4.5363215449e+01,-7.1916080031e+01,2.6838842062e+01,3.2884022021e-02,-3.2330772506e-02,-3.2564063474e-02
40390.0000,-4.5033464059e+01,-7.2237955770e+01,2.6512659757e+01,3.3066041612e-02,-3.2044163635e-02,-3.2672184796e-02
40400.0000,-4.4701899018e+01,-7.2556958991e+01,2.6185402728e+01,3.3246752380e-02,-3.1756272074e-02,-3.2779008750e-02
40410.0000,-4.4368533445e+01,-7.2873076928e+01,2.5857083967e+01,3.3426147787e-02,-3.1467109803e-02,-3.2884531701e-02
40420.0000,-4.4033380524e+01,-7.3186296936e+01,2.5527716497e+01,3.3604221358e-02,-3.1176688833e-02,-3.2988750072e-02
40430.0000,-4.3696453502e+01,-7.3496606492e+01,2.5197313381e+01,3.3780966681e-02,-3.0885021208e-02,-3.3091660342e-02
40440.0000,-4.3357765690e+01,-7.3803993192e+01,2.4865887713e+01,3.3956377404e-02,-3.0592119001e-02,-3.3193259048e-02
40450.0000,-4.3017330463e+01,-7.4108444755e+01,2.4533452623e+01,3.4130447239e-02,-3.0297994319e-02,-3.3293542781e-02
40460.0000,-4.2675161257e+01,-7.4409949019e+01,2.4200021273e+01,3.4303169956e-02,-3.0002659296e-02,-3.3392508191e-02
40470.0000,-4.2331271572e+01,-7.4708493946e+01,2.3865606862e+01,3.4474539392e-02,-2.9706126096e-02,-3.3490151984e-02
40480.0000,-4.1985674969e+01,-7.5004067615e+01,2.3530222620e+01,3.4644549442e-02,-2.9408406915e-02,-3.3586470920e-02
40490.0000,-4.1638385073e+01,-7.5296658228e+01,2.3193881811e+01,3.4813194066e-02,-2.9109513971e-02,-3.3681461819e-02
40500.0000,-4.1289415570e+01,-7.5586254106e+01,2.2856597734e+01,3.4980467284e-02,-2.8809459515e-02,-3.3775121556e-02
40510.0000,-4.0938780208e+01,-7.5872843693e+01,2.2518383720e+01,3.5146363180e-02,-2.8508255823e-02,-3.3867447063e-02
40520.0000,-4.0586492799e+01,-7.6156415547e+01,2.2179253135e+01,3.5310875900e-02,-2.8205915197e-02,-3.3958435326e-02
40530.0000,-4.0232567216e+01,-7.6436958351e+01,2.1839219379e+01,3.5473999652e-02,-2.7902449963e-02,-3.4048083391e-02
40540.0000,-3.9877017395e+01,-7.6714460901e+01,2.1498295885e+01,3.5635728707e-02,-2.7597872476e-02,-3.4136388358e-02
40550.0000,-3.9519857332e+01,-7.6988912117e+01,2.1156496119e+01,3.5796057399e-02,-2.7292195112e-02,-3.4223347385e-02
40560.0000,-3.9161101022e+01,-7.7260301093e+01,2.0813833519e+01,3.5954980118e-02,-2.6985430274e-02,-3.4308957678e-02
40570.0000,-3.8800762527e+01,-7.7528617045e+01,2.0470321561e+01,3.6112491315e-02,-2.6677590387e-02,-3.4393216502e-02
40580.0000,-3.8438855969e+01,-7.7793849306e+01,2.0125973752e+01,3.6268585504e-02,-2.6368687899e-02,-3.4476121177e-02
40590.0000,-3.8075395575e+01,-7.8055987288e+01,1.9780803676e+01,3.6423257269e-02,-2.6058735279e-02,-3.4557669081e-02
40600.0000,-3.7710395603e+01,-7.8315020541e+01,1.9434824920e+01,3.6576501250e-02,-2.5747745019e-02,-3.4637857649e-02
40610.0000,-3.7343870349e+01,-7.8570938758e+01,1.9088051083e+01,3.6728312152e-02,-2.5435729632e-02,-3.4716684368e-02
40620.0000,-3.6975834166e+01,-7.8823731751e+01,1.8740495792e+01,3.6878684737e-02,-2.5122701651e-02,-3.4794146781e-02
40630.0000,-3.6606301461e+01,-7.9073389460e+01,1.8392172699e+01,3.7027613834e-02,-2.4808673630e-02,-3.4870242485e-02
40640.0000,-3.6235286696e+01,-7.9319901946e+01,1.8043095485e+01,3.7175094332e-02,-2.4493658141e-02,-3.4944969136e-02
40650.0000,-3.5862804385e+01,-7.9563259395e+01,1.7693277855e+01,3.7321121181e-02,-2.4177667775e-02,-3.5018324440e-02
40660.0000,-3.5488869092e+01,-7.9803452121e+01,1.7342733535e+01,3.7465689396e-02,-2.3860715141e-02,-3.5090306161e-02
40670.0000,-3.5113495432e+01,-8.0040470560e+01,1.6991476277e+01,3.7608794051e-02,-2.3542812867e-02,-3.5160912117e-02
