Time(s),Delta_X(km),Delta_Y(km),Delta_Z(km),Delta_VX(km/s),Delta_VY(km/s),Delta_VZ(km/s)
71070.0000,-2.2189462720e+01,-1.5473280914e+02,-6.9348465988e+00,7.5733237400e-02,-7.9774738314e-03,-6.4248856458e-02
71080.0000,-2.1431666874e+01,-1.5480949761e+02,-7.5772138393e+00,7.5825406345e-02,-7.3601573117e-03,-6.4224144201e-02
71090.0000,-2.0672964083e+01,-1.5488001128e+02,-8.2193214154e+00,7.5914628327e-02,-6.7425184049e-03,-6.4196925912e-02
71100.0000,-1.9913383893e+01,-1.5494434703e+02,-8.8611442207e+00,7.6000900471e-02,-6.1245805484e-03,-6.4167203046e-02
71110.0000,-1.9152955792e+01,-1.5500250199e+02,-9.5026572380e+00,7.6084219999e-02,-5.5063671802e-03,-6.4134977137e-02
71120.0000,-1.8391709252e+01,-1.5505447354e+02,-1.0143835502e+01,7.6164584239e-02,-4.8879017355e-03,-6.4100249806e-02
71130.0000,-1.7629673850e+01,-1.5510025927e+02,-1.0784653999e+01,7.6241990629e-02,-4.2692076393e-03,-6.4063022767e-02
71140.0000,-1.6866879183e+01,-1.5513985702e+02,-1.1425087735e+01,7.6316436712e-02,-3.6503083104e-03,-6.4023297819e-02
71150.0000,-1.6103354870e+01,-1.5517326484e+02,-1.2065111737e+01,7.6387920141e-02,-3.0312271602e-03,-6.3981076850e-02
71160.0000,-1.5339130551e+01,-1.5520048105e+02,-1.2704701053e+01,7.6456438671e-02,-2.4119875925e-03,-6.3936361836e-02
71170.0000,-1.4574235891e+01,-1.5522150416e+02,-1.3343830748e+01,7.6521990165e-02,-1.7926130024e-03,-6.3889154837e-02
71180.0000,-1.3808700573e+01,-1.5523633294e+02,-1.3982475911e+01,7.6584572590e-02,-1.1731267754e-03,-6.3839458003e-02
71190.0000,-1.3042554301e+01,-1.5524496640e+02,-1.4620611651e+01,7.6644184022e-02,-5.5355228706e-04,-6.3787273568e-02
71200.0000,-1.2275826796e+01,-1.5524740377e+02,-1.5258213102e+01,7.6700822639e-02,6.6087097667e-05,-6.3732603853e-02
71210.0000,-1.1508547794e+01,-1.5524364451e+02,-1.5895255426e+01,7.6754486726e-02,6.8576802516e-04,-6.3675451266e-02
71220.0000,-1.0740747042e+01,-1.5523368834e+02,-1.6531713809e+01,7.6805174672e-02,1.3054671536e-03,-6.3615818300e-02
71230.0000,-9.9724542956e+00,-1.5521753517e+02,-1.7167563472e+01,7.6852884972e-02,1.9251611533e-03,-6.3553707531e-02
71240.0000,-9.2036993152e+00,-1.5519518519e+02,-1.7802779672e+01,7.6897616223e-02,2.5448267075e-03,-6.3489121625e-02
71250.0000,-8.4345118886e+00,-1.5516663881e+02,-1.8437337676e+01,7.6939367130e-02,3.1644405144e-03,-6.3422063328e-02
71260.0000,-7.6649218717e+00,-1.5513189664e+02,-1.9071212739e+01,7.6978136507e-02,3.7839792904e-03,-6.3352535479e-02
71270.0000,-6.8949590866e+00,-1.5509095955e+02,-1.9704380176e+01,7.7013923267e-02,4.4034197647e-03,-6.3280540997e-02
71280.0000,-6.1246533661e+00,-1.5504382865e+02,-2.0336815336e+01,7.7046726431e-02,5.0227386824e-03,-6.3206082885e-02
71290.0000,-5.3540345539e+00,-1.5499050527e+02,-2.0968493594e+01,7.7076545122e-02,5.6419128057e-03,-6.3129164233e-02
71300.0000,-4.5831325012e+00,-1.5493099096e+02,-2.1599390359e+01,7.7103378568e-02,6.2609189139e-03,-6.3049788214e-02
71310.0000,-3.8119770649e+00,-1.5486528754e+02,-2.2229481073e+01,7.7127226102e-02,6.8797338045e-03,-6.2967958083e-02
71320.0000,-3.0405981056e+00,-1.5479339702e+02,-2.2858741212e+01,7.7148087159e-02,7.4983342932e-03,-6.2883677181e-02
71330.0000,-2.2690254863e+00,-1.5471532166e+02,-2.3487146290e+01,7.7165961279e-02,8.1166972150e-03,-6.2796948932e-02
71340.0000,-1.4972890709e+00,-1.5463106396e+02,-2.4114671856e+01,7.7180848106e-02,8.7347994242e-03,-6.2707776843e-02
71350.0000,-7.2541872352e-01,-1.5454062664e+02,-2.4741293497e+01,7.7192747385e-02,9.3526177960e-03,-6.2616164503e-02
71360.0000,4.6555691430e-02,-1.5444401264e+02,-2.5366986840e+01,7.7201658967e-02,9.9701292263e-03,-6.2522115586e-02
71370.0000,8.1860430955e-01,-1.5434122516e+02,-2.5991727547e+01,7.7207582805e-02,1.0587310633e-02,-6.2425633846e-02
71380.0000,1.5906972659e+00,-1.5423226761e+02,-2.6615491320e+01,7.7210518956e-02,1.1204138956e-02,-6.2326723122e-02
71390.0000,2.3628046939e+00,-1.5411714364e+02,-2.7238253896e+01,7.7210467580e-02,1.1820591159e-02,-6.2225387333e-02
71400.0000,3.1348967246e+00,-1.5399585711e+02,-2.7859991048e+01,7.7207428939e-02,1.2436644230e-02,-6.2121630483e-02
71410.0000,3.9069434844e+00,-1.5386841214e+02,-2.8480678585e+01,7.7201403400e-02,1.3052275182e-02,-6.2015456655e-02
71420.0000,4.6789150933e+00,-1.5373481306e+02,-2.9100292345e+01,7.7192391433e-02,1.3667461052e-02,-6.1906870017e-02
71430.0000,5.4507816624e+00,-1.5359506445e+02,-2.9718808200e+01,7.7180393610e-02,1.4282178906e-02,-6.1795874816e-02
71440.0000,6.2225132906e+00,-1.5344917109e+02,-3.0336202049e+01,7.7165410610e-02,1.4896405837e-02,-6.1682475384e-02
71450.0000,6.9940801091e+00,-1.5329713802e+02,-3.0952449855e+01,7.7147443209e-02,1.5510118963e-02,-6.1566676131e-02
71460.0000,7.7654523405e+00,-1.5313897048e+02,-3.1567527692e+01,7.7126492281e-02,1.6123295423e-02,-6.1448481545e-02
71470.0000,8.5366001470e+00,-1.5297467395e+02,-3.2181411623e+01,7.7102558806e-02,1.6735912388e-02,-6.1327896196e-02
71480.0000,9.3074936999e+00,-1.5280425415e+02,-3.2794077759e+01,7.7075643867e-02,1.7347947061e-02,-6.1204924735e-02
71490.0000,1.0078103184e+01,-1.5262771702e+02,-3.3405502256e+01,7.7045748647e-02,1.7959376671e-02,-6.1079571893e-02
71500.0000,1.0848398799e+01,-1.5244506871e+02,-3.4015661320e+01,7.7012874431e-02,1.8570178477e-02,-6.0951842482e-02
71510.0000,1.1618350758e+01,-1.5225631562e+02,-3.4624531208e+01,7.6977022605e-02,1.9180329770e-02,-6.0821741391e-02
71520.0000,1.2387929293e+01,-1.5206146436e+02,-3.5232088229e+01,7.6938194657e-02,1.9789807870e-02,-6.0689273591e-02
71530.0000,1.3157104655e+01,-1.5186052179e+02,-3.5838308743e+01,7.6896392175e-02,2.0398590129e-02,-6.0554444131e-02
71540.0000,1.3925847117e+01,-1.5165349497e+02,-3.6443169168e+01,7.6851616847e-02,2.1006653931e-02,-6.0417258136e-02
71550.0000,1.4694126978e+01,-1.5144039120e+02,-3.7046645980e+01,7.6803870462e-02,2.1613976693e-02,-6.0277720814e-02
71560.0000,1.5461914569e+01,-1.5122121799e+02,-3.7648715716e+01,7.6753154908e-02,2.2220535861e-02,-6.0135837448e-02
71570.0000,1.6229180190e+01,-1.5099598310e+02,-3.8249354929e+01,7.6699472176e-02,2.2826308922e-02,-5.9991613401e-02
71580.0000,1.6995894151e+01,-1.5076469450e+02,-3.8848540217e+01,7.6642824360e-02,2.3431273397e-02,-5.9845054116e-02
71590.0000,1.7762026814e+01,-1.5052736040e+02,-3.9446248256e+01,7.6583213650e-02,2.4035406841e-02,-5.9696165112e-02
71600.0000,1.8527548561e+01,-1.5028398921e+02,-4.0042455777e+01,7.6520642338e-02,2.4638686843e-02,-5.9544951984e-02
71610.0000,1.9292429793e+01,-1.5003458958e+02,-4.0637139563e+01,7.6455112813e-02,2.5241091030e-02,-5.9391420407e-02
71620.0000,2.0056640938e+01,-1.4977917039e+02,-4.1230276456e+01,7.6386627568e-02,2.5842597064e-02,-5.9235576133e-02
71630.0000,2.0820152448e+01,-1.4951774073e+02,-4.1821843356e+01,7.6315189191e-02,2.6443182648e-02,-5.9077424988e-02
71640.0000,2.1582934803e+01,-1.4925030991e+02,-4.2411817222e+01,7.6240800371e-02,2.7042825519e-02,-5.8916972877e-02
71650.0000,2.2344958514e+01,-1.4897688748e+02,-4.3000175075e+01,7.6163463897e-02,2.7641503454e-02,-5.8754225781e-02
71660.0000,2.3106194123e+01,-1.4869748318e+02,-4.3586893998e+01,7.6083182655e-02,2.8239194268e-02,-5.8589189757e-02
71670.0000,2.3866612202e+01,-1.4841210701e+02,-4.4171951138e+01,7.5999959631e-02,2.8835875816e-02,-5.8421870938e-02
71680.0000,2.4626183357e+01,-1.4812076916e+02,-4.4755323704e+01,7.5913797908e-02,2.9431525993e-02,-5.8252275532e-02
71690.0000,2.5384878228e+01,-1.4782348005e+02,-4.5336988969e+01,7.5824700669e-02,3.0026122734e-02,-5.8080409823e-02
71700.0000,2.6142667486e+01,-1.4752025033e+02,-4.5916924269e+01,7.5732671194e-02,3.0619644016e-02,-5.7906280170e-02
71710.0000,2.6899521832e+01,-1.4721109085e+02,-4.6495107004e+01,7.5637712862e-02,3.1212067857e-02,-5.7729893008e-02
71720.0000,2.7655412002e+01,-1.4689601270e+02,-4.7071514634e+01,7.5539829150e-02,3.1803372318e-02,-5.7551254845e-02
71730.0000,2.8410308759e+01,-1.4657502718e+02,-4.7646124683e+01,7.5439023632e-02,3.2393535505e-02,-5.7370372266e-02
71740.0000,2.9164182895e+01,-1.4624814581e+02,-4.8218914732e+01,7.5335299982e-02,3.2982535565e-02,-5.7187251929e-02
71750.0000,2.9917005227e+01,-1.4591538034e+02,-4.8789862423e+01,7.5228661970e-02,3.3570350693e-02,-5.7001900567e-02
71760.0000,3.0668746602e+01,-1.4557674275e+02,-4.9358945457e+01,7.5119113465e-02,3.4156959129e-02,-5.6814324988e-02
71770.0000,3.1419377968e+01,-1.4523224518e+02,-4.9926141652e+01,7.5006658431e-02,3.4742339151e-02,-5.6624532070e-02
71780.0000,3.2168870286e+01,-1.4488190004e+02,-5.0491428873e+01,7.4891300927e-02,3.5326469088e-02,-5.6432528766e-02
71790.0000,3.2917194535e+01,-1.4452571994e+02,-5.1054785039e+01,7.4773045113e-02,3.5909327314e-02,-5.6238322105e-02
71800.0000,3.3664321742e+01,-1.4416371772e+02,-5.1616188144e+01,7.4651895244e-02,3.6490892251e-02,-5.6041919184e-02
71810.0000,3.4410222980e+01,-1.4379590641e+02,-5.2175616256e+01,7.4527855670e-02,3.7071142368e-02,-5.5843327177e-02
71820.0000,3.5154869371e+01,-1.4342229927e+02,-5.2733047516e+01,7.4400930841e-02,3.7650056181e-02,-5.5642553329e-02
71830.0000,3.5898232079e+01,-1.4304290978e+02,-5.3288460139e+01,7.4271125298e-02,3.8227612255e-02,-5.5439604957e-02
71840.0000,3.6640282320e+01,-1.4265775161e+02,-5.3841832415e+01,7.4138443681e-02,3.8803789201e-02,-5.5234489451e-02
71850.0000,3.7380991358e+01,-1.4226683867e+02,-5.4393142711e+01,7.4002890726e-02,3.9378565684e-02,-5.5027214270e-02
71860.0000,3.8120330507e+01,-1.4187018507e+02,-5.4942369471e+01,7.3864471263e-02,3.9951920414e-02,-5.4817786948e-02
71870.0000,3.8858271138e+01,-1.4146780511e+02,-5.5489491219e+01,7.3723190217e-02,4.0523832154e-02,-5.4606215089e-02
71880.0000,3.9594784677e+01,-1.4105971334e+02,-5.6034486563e+01,7.3579052609e-02,4.1094279716e-02,-5.4392506366e-02
71890.0000,4.0329842617e+01,-1.4064592448e+02,-5.6577334196e+01,7.3432063553e-02,4.1663241963e-02,-5.4176668526e-02
71900.0000,4.1063416499e+01,-1.4022645348e+02,-5.7118012887e+01,7.3282228260e-02,4.2230697810e-02,-5.3958709383e-02
71910.0000,4.1795477818e+01,-1.3980131555e+02,-5.7656501415e+01,7.3129552037e-02,4.2796626232e-02,-5.3738636827e-02
71920.0000,4.2525998182e+01,-1.3937052607e+02,-5.8192778675e+01,7.2974040286e-02,4.3361006255e-02,-5.3516458815e-02
71930.0000,4.3254949266e+01,-1.3893410062e+02,-5.8726823656e+01,7.2815698501e-02,4.3923816955e-02,-5.3292183374e-02
71940.0000,4.3982302791e+01,-1.3849205501e+02,-5.9258615419e+01,7.2654532272e-02,4.4485037465e-02,-5.3065818601e-02
71950.0000,4.4708030535e+01,-1.3804440524e+02,-5.9788133106e+01,7.2490547283e-02,4.5044646972e-02,-5.2837372663e-02
71960.0000,4.5432104328e+01,-1.3759116754e+02,-6.0315355940e+01,7.2323749310e-02,4.5602624718e-02,-5.2606853796e-02
71970.0000,4.6154496063e+01,-1.3713235832e+02,-6.0840263228e+01,7.2154144224e-02,4.6158950000e-02,-5.2374270304e-02
71980.0000,4.6875177692e+01,-1.3666799424e+02,-6.1362834362e+01,7.1981737989e-02,4.6713602174e-02,-5.2139630560e-02
71990.0000,4.7594121234e+01,-1.3619809211e+02,-6.1883048820e+01,7.1806536662e-02,4.7266560649e-02,-5.1902943008e-02
72000.0000,4.8311298771e+01,-1.3572266898e+02,-6.2400886169e+01,7.1628546392e-02,4.7817804892e-02,-5.1664216156e-02
72010.0000,4.9026682454e+01,-1.3524174208e+02,-6.2916326065e+01,7.1447773423e-02,4.8367314427e-02,-5.1423458583e-02
72020.0000,4.9740244499e+01,-1.3475532886e+02,-6.3429348253e+01,7.1264224090e-02,4.8915068837e-02,-5.1180678935e-02
72030.0000,5.0451957192e+01,-1.3426344696e+02,-6.3939932568e+01,7.1077904819e-02,4.9461047760e-02,-5.0935885925e-02
72040.0000,5.1161792887e+01,-1.3376611422e+02,-6.4448058935e+01,7.0888822130e-02,5.0005230896e-02,-5.0689088334e-02
72050.0000,5.1869724005e+01,-1.3326334868e+02,-6.4953707367e+01,7.0696982636e-02,5.0547598005e-02,-5.0440295010e-02
72060.0000,5.2575723032e+01,-1.3275516860e+02,-6.5456857967e+01,7.0502393039e-02,5.1088128904e-02,-5.0189514866e-02
72070.0000,5.3279762522e+01,-1.3224159241e+02,-6.5957490927e+01,7.0305060136e-02,5.1626803474e-02,-4.9936756885e-02
72080.0000,5.3981815090e+01,-1.3172263878e+02,-6.6455586524e+01,7.0104990814e-02,5.2163601657e-02,-4.9682030114e-02
72090.0000,5.4681853414e+01,-1.3119832657e+02,-6.6951125118e+01,6.9902192051e-02,5.2698503458e-02,-4.9425343668e-02
72100.0000,5.5379850228e+01,-1.3066867484e+02,-6.7444087157e+01,6.9696670919e-02,5.3231488946e-02,-4.9166706725e-02
72110.0000,5.6075778323e+01,-1.3013370286e+02,-6.7934453165e+01,6.9488434581e-02,5.3762538254e-02,-4.8906128534e-02
72120.0000,5.6769610543e+01,-1.2959343013e+02,-6.8422203748e+01,6.9277490291e-02,5.4291631583e-02,-4.8643618405e-02
72130.0000,5.7461319776e+01,-1.2904787636e+02,-6.8907319584e+01,6.9063845396e-02,5.4818749197e-02,-4.8379185716e-02
72140.0000,5.8150878983e+01,-1.2849706143e+02,-6.9389781443e+01,6.8847507332e-02,5.5343871431e-02,-4.8112839909e-02
72150.0000,5.8838261369e+01,-1.2794100534e+02,-6.9869570315e+01,6.8628483619e-02,5.5866978660e-02,-4.7844590489e-02
72160.0000,5.9523440127e+01,-1.2737972833e+02,-7.0346667217e+01,6.8406781871e-02,5.6388051337e-02,-4.7574447025e-02
72170.0000,6.0206388496e+01,-1.2681325086e+02,-7.0821053246e+01,6.8182409793e-02,5.6907069986e-02,-4.7302419153e-02
72180.0000,6.0887079794e+01,-1.2624159358e+02,-7.1292709594e+01,6.7955375178e-02,5.7424015193e-02,-4.7028516571e-02
72190.0000,6.1565487424e+01,-1.2566477734e+02,-7.1761617553e+01,6.7725685911e-02,5.7938867615e-02,-4.6752749040e-02
72200.0000,6.2241584866e+01,-1.2508282315e+02,-7.2227758516e+01,6.7493349965e-02,5.8451607973e-02,-4.6475126388e-02
72210.0000,6.2915345688e+01,-1.2449575225e+02,-7.2691113974e+01,6.7258375402e-02,5.8962217058e-02,-4.6195658503e-02
72220.0000,6.3586743541e+01,-1.2390358604e+02,-7.3151665524e+01,6.7020770372e-02,5.9470675727e-02,-4.5914355336e-02
72230.0000,6.4255752165e+01,-1.2330634611e+02,-7.3609394866e+01,6.6780543115e-02,5.9976964908e-02,-4.5631226903e-02
72240.0000,6.4922345394e+01,-1.2270405426e+02,-7.4064283805e+01,6.6537701960e-02,6.0481065593e-02,-4.5346283281e-02
72250.0000,6.5586497156e+01,-1.2209673243e+02,-7.4516314260e+01,6.6292255320e-02,6.0982958847e-02,-4.5059534607e-02
72260.0000,6.6248181483e+01,-1.2148440277e+02,-7.4965468261e+01,6.6044211699e-02,6.1482625802e-02,-4.4770991083e-02
72270.0000,6.6907372512e+01,-1.2086708757e+02,-7.5411727955e+01,6.5793579686e-02,6.1980047658e-02,-4.4480662971e-02
72280.0000,6.7564044428e+01,-1.2024480938e+02,-7.5855075569e+01,6.5540367960e-02,6.2475205690e-02,-4.4188560595e-02
72290.0000,6.8218171362e+01,-1.1961759101e+02,-7.6295493328e+01,6.5284585294e-02,6.2968081265e-02,-4.3894694341e-02
72300.0000,6.8869727642e+01,-1.1898545538e+02,-7.6732963644e+01,6.5026240544e-02,6.3458655807e-02,-4.3599074656e-02
72310.0000,6.9518687692e+01,-1.1834842560e+02,-7.7167469032e+01,6.4765342650e-02,6.3946910815e-02,-4.3301712048e-02
72320.0000,7.0165026020e+01,-1.1770652496e+02,-7.7598992115e+01,6.4501900643e-02,6.4432827860e-02,-4.3002617083e-02
72330.0000,7.0808717227e+01,-1.1705977694e+02,-7.8027515618e+01,6.4235923639e-02,6.4916388588e-02,-4.2701800391e-02
72340.0000,7.1449736002e+01,-1.1640820519e+02,-7.8453022374e+01,6.3967420840e-02,6.5397574721e-02,-4.2399272658e-02
72350.0000,7.2088057133e+01,-1.1575183355e+02,-7.8875495324e+01,6.3696401534e-02,6.5876368053e-02,-4.2095044632e-02
72360.0000,7.2723655501e+01,-1.1509068605e+02,-7.9294917521e+01,6.3422875097e-02,6.6352750454e-02,-4.1789127119e-02
72370.0000,7.3356506084e+01,-1.1442478688e+02,-7.9711272125e+01,6.3146850989e-02,6.6826703872e-02,-4.1481530985e-02
72380.0000,7.3986583960e+01,-1.1375416041e+02,-8.0124542409e+01,6.2868338756e-02,6.7298210329e-02,-4.1172267156e-02
72390.0000,7.4613864306e+01,-1.1307883119e+02,-8.0534711756e+01,6.2587348029e-02,6.7767251924e-02,-4.0861346615e-02
72400.0000,7.5238322397e+01,-1.1239882395e+02,-8.0941763664e+01,6.2303888525e-02,6.8233810833e-02,-4.0548780402e-02
72410.0000,7.5859933608e+01,-1.1171416359e+02,-8.1345681739e+01,6.2017970047e-02,6.8697869311e-02,-4.0234579619e-02
72420.0000,7.6478673413e+01,-1.1102487519e+02,-8.1746449700e+01,6.1729602479e-02,6.9159409691e-02,-3.9918755423e-02
72430.0000,7.7094517384e+01,-1.1033098400e+02,-8.2144051379e+01,6.1438795794e-02,6.9618414384e-02,-3.9601319030e-02
72440.0000,7.7707441191e+01,-1.0963251545e+02,-8.2538470716e+01,6.1145560047e-02,7.0074865884e-02,-3.9282281711e-02
72450.0000,7.8317420599e+01,-1.0892949515e+02,-8.2929691763e+01,6.0849905378e-02,7.0528746763e-02,-3.8961654796e-02
72460.0000,7.8924431468e+01,-1.0822194892e+02,-8.3317698678e+01,6.0551842010e-02,7.0980039675e-02,-3.8639449672e-02
72470.0000,7.9528449748e+01,-1.0750990271e+02,-8.3702475728e+01,6.0251380252e-02,7.1428727360e-02,-3.8315677782e-02
72480.0000,8.0129451482e+01,-1.0679338270e+02,-8.4084007286e+01,5.9948530495e-02,7.1874792636e-02,-3.7990350624e-02
72490.0000,8.0727412796e+01,-1.0607241525e+02,-8.4462277828e+01,5.9643303215e-02,7.2318218411e-02,-3.7663479752e-02
72500.0000,8.1322309925e+01,-1.0534702689e+02,-8.4837271946e+01,5.9335708968e-02,7.2758987673e-02,-3.7335076777e-02
72510.0000,8.1914119319e+01,-1.0461724418e+02,-8.5208974420e+01,5.9025758395e-02,7.3197083479e-02,-3.7005153365e-02
72520.0000,8.2502817471e+01,-1.0388309395e+02,-8.5577370107e+01,5.8713462217e-02,7.3632488978e-02,-3.6673721237e-02
72530.0000,8.3088380968e+01,-1.0314460320e+02,-8.5942443973e+01,5.8398831240e-02,7.4065187406e-02,-3.6340792169e-02
72540.0000,8.3670786508e+01,-1.0240179910e+02,-8.6304181101e+01,5.8081876350e-02,7.4495162081e-02,-3.6006377989e-02
72550.0000,8.4250010900e+01,-1.0165470897e+02,-8.6662566695e+01,5.7762608517e-02,7.4922396409e-02,-3.5670490583e-02
72560.0000,8.4826031064e+01,-1.0090336030e+02,-8.7017586080e+01,5.7441038791e-02,7.5346873879e-02,-3.5333141890e-02
72570.0000,8.5398824034e+01,-1.0014778075e+02,-8.7369224699e+01,5.7117178304e-02,7.5768578069e-02,-3.4994343901e-02
72580.0000,8.5968366957e+01,-9.9387998128e+01,-8.7717468120e+01,5.6791038270e-02,7.6187492639e-02,-3.4654108661e-02
72590.0000,8.6534637101e+01,-9.8624040410e+01,-8.8062302036e+01,5.6462629982e-02,7.6603601340e-02,-3.4312448271e-02
72600.0000,8.7097611855e+01,-9.7855935717e+01,-8.8403712263e+01,5.6131964814e-02,7.7016888007e-02,-3.3969374880e-02
72610.0000,8.7657268730e+01,-9.7083712321e+01,-8.8741684748e+01,5.5799054222e-02,7.7427336562e-02,-3.3624900694e-02
72620.0000,8.8213585367e+01,-9.6307398641e+01,-8.9076205568e+01,5.5463909739e-02,7.7834931014e-02,-3.3279037969e-02
72630.0000,8.8766539491e+01,-9.5527023291e+01,-8.9407260902e+01,5.5126542982e-02,7.8239655466e-02,-3.2931799014e-02
72640.0000,8.9316108880e+01,-9.4742615119e+01,-8.9734837015e+01,5.4786965645e-02,7.8641494120e-02,-3.2583196187e-02
72650.0000,8.9862271488e+01,-9.3954203063e+01,-9.0058920330e+01,5.4445189504e-02,7.9040431259e-02,-3.2233241901e-02
72660.0000,9.0405005384e+01,-9.3161816217e+01,-9.0379497393e+01,5.4101226410e-02,7.9436451259e-02,-3.1881948616e-02
72670.0000,9.0944288756e+01,-9.2365483833e+01,-9.0696554875e+01,5.3755088298e-02,7.9829538586e-02,-3.1529328847e-02
72680.0000,9.1480099911e+01,-9.1565235319e+01,-9.1010079574e+01,5.3406787178e-02,8.0219677797e-02,-3.1175395156e-02
72690.0000,9.2012417280e+01,-9.0761100234e+01,-9.1320058412e+01,5.3056335139e-02,8.0606853544e-02,-3.0820160158e-02
72700.0000,9.2541219412e+01,-8.9953108291e+01,-9.1626478440e+01,5.2703744349e-02,8.0991050569e-02,-3.0463636516e-02
72710.0000,9.3066484985e+01,-8.9141289348e+01,-9.1929326837e+01,5.2349027053e-02,8.1372253709e-02,-3.0105836943e-02
72720.0000,9.3588192797e+01,-8.8325673415e+01,-9.2228590907e+01,5.1992195575e-02,8.1750447891e-02,-2.9746774201e-02
72730.0000,9.4106321774e+01,-8.7506290649e+01,-9.2524258087e+01,5.1633262315e-02,8.2125618140e-02,-2.9386461103e-02
72740.0000,9.4620850968e+01,-8.6683171353e+01,-9.2816315941e+01,5.1272239750e-02,8.2497749575e-02,-2.9024910508e-02
72750.0000,9.5131759554e+01,-8.5856345979e+01,-9.3104752162e+01,5.0909140435e-02,8.2866827407e-02,-2.8662135325e-02
72760.0000,9.5639026834e+01,-8.5025845126e+01,-9.3389554573e+01,5.0543977001e-02,8.3232836947e-02,-2.8298148511e-02
72770.0000,9.6142632237e+01,-8.4191699541e+01,-9.3670711125e+01,5.0176762155e-02,8.3595763600e-02,-2.7932963069e-02
72780.0000,9.6642555314e+01,-8.3353940123e+01,-9.3948209900e+01,4.9807508680e-02,8.3955592870e-02,-2.7566592052e-02
72790.0000,9.7138775741e+01,-8.2512597920e+01,-9.4222039104e+01,4.9436229435e-02,8.4312310356e-02,-2.7199048557e-02
72800.0000,9.7631273318e+01,-8.1667704134e+01,-9.4492187076e+01,4.9062937355e-02,8.4665901759e-02,-2.6830345731e-02
72810.0000,9.8120027965e+01,-8.0819290122e+01,-9.4758642278e+01,4.8687645448e-02,8.5016352878e-02,-2.6460496763e-02
72820.0000,9.8605019723e+01,-7.9967387397e+01,-9.5021393300e+01,4.8310366799e-02,8.5363649614e-02,-2.6089514891e-02
72830.0000,9.9086228805e+01,-7.9112027550e+01,-9.5280428889e+01,4.7931114566e-02,8.5707777958e-02,-2.5717413398e-02
72840.0000,9.9563635555e+01,-7.8253242316e+01,-9.5535737921e+01,4.7549901983e-02,8.6048724006e-02,-2.5344205615e-02
72850.0000,1.0003722043e+02,-7.7391063595e+01,-9.5787309398e+01,4.7166742356e-02,8.6386473952e-02,-2.4969904914e-02
72860.0000,1.0050696402e+02,-7.6525523424e+01,-9.6035132457e+01,4.6781649067e-02,8.6721014093e-02,-2.4594524715e-02
72870.0000,1.0097284706e+02,-7.5656653976e+01,-9.6279196366e+01,4.6394635569e-02,8.7052330829e-02,-2.4218078481e-02
72880.0000,1.0143485040e+02,-7.4784487556e+01,-9.6519490533e+01,4.6005715390e-02,8.7380410658e-02,-2.3840579718e-02
72890.0000,1.0189295506e+02,-7.3909056603e+01,-9.6756004497e+01,4.5614902130e-02,8.7705240184e-02,-2.3462041979e-02
72900.0000,1.0234714215e+02,-7.3030393685e+01,-9.6988727938e+01,4.5222209461e-02,8.8026806111e-02,-2.3082478857e-02
72910.0000,1.0279739297e+02,-7.2148531499e+01,-9.7217650672e+01,4.4827651129e-02,8.8345095246e-02,-2.2701903991e-02
72920.0000,1.0324368893e+02,-7.1263502864e+01,-9.7442762653e+01,4.4431240949e-02,8.8660094501e-02,-2.2320331062e-02
72930.0000,1.0368601160e+02,-7.0375340722e+01,-9.7664053977e+01,4.4032992811e-02,8.8971790890e-02,-2.1937773792e-02
72940.0000,1.0412434268e+02,-6.9484078139e+01,-9.7881514879e+01,4.3632920674e-02,8.9280171531e-02,-2.1554245948e-02
72950.0000,1.0455866399e+02,-6.8589748375e+01,-9.8095135709e+01,4.3231038568e-02,8.9585223655e-02,-2.1169761336e-02
72960.0000,1.0498895747e+02,-6.7692384791e+01,-9.8304906966e+01,4.2827360594e-02,8.9886934595e-02,-2.0784333802e-02
72970.0000,1.0541520526e+02,-6.6792020862e+01,-9.8510819289e+01,4.2421900925e-02,9.0185291790e-02,-2.0397977238e-02
72980.0000,1.0583738960e+02,-6.5888690189e+01,-9.8712863459e+01,4.2014673800e-02,9.0480282787e-02,-2.0010705571e-02
72990.0000,1.0625549288e+02,-6.4982426499e+01,-9.8911030392e+01,4.1605693531e-02,9.0771895239e-02,-1.9622532772e-02
73000.0000,1.0666949765e+02,-6.4073263639e+01,-9.9105311147e+01,4.1194974498e-02,9.1060116906e-02,-1.9233472852e-02
73010.0000,1.0707938659e+02,-6.3161235578e+01,-9.9295696924e+01,4.0782531151e-02,9.1344935658e-02,-1.8843539860e-02
73020.0000,1.0748514253e+02,-6.2246376403e+01,-9.9482179062e+01,4.0368378008e-02,9.1626339473e-02,-1.8452747884e-02
73030.0000,1.0788674845e+02,-6.1328720318e+01,-9.9664749044e+01,3.9952529655e-02,9.1904316438e-02,-1.8061111054e-02
73040.0000,1.0828418747e+02,-6.0408301645e+01,-9.9843398493e+01,3.9535000747e-02,9.2178854751e-02,-1.7668643534e-02
73050.0000,1.0867744287e+02,-5.9485154819e+01,-1.0001811917e+02,3.9115806005e-02,9.2449942716e-02,-1.7275359531e-02
73060.0000,1.0906649806e+02,-5.8559314397e+01,-1.0018890300e+02,3.8694960220e-02,9.2717568754e-02,-1.6881273286e-02
73070.0000,1.0945133661e+02,-5.7630815047e+01,-1.0035574201e+02,3.8272478248e-02,9.2981721391e-02,-1.6486399080e-02
