Time(s),Delta_X(km),Delta_Y(km),Delta_Z(km),Delta_VX(km/s),Delta_VY(km/s),Delta_VZ(km/s)
88220.0000,-1.0807459779e+03,3.5796810523e+02,9.5212779442e+02,-2.5831624465e-01,-8.8587473478e-01,6.1914524823e-02
88230.0000,-1.0833077825e+03,3.4910133621e+02,9.5272793750e+02,-2.5404272934e-01,-8.8747293390e-01,5.8113535929e-02
88240.0000,-1.0858267939e+03,3.4021876937e+02,9.5329005431e+02,-2.4975765845e-01,-8.8903428581e-01,5.4309299623e-02
88250.0000,-1.0883028977e+03,3.3132077357e+02,9.5381411322e+02,-2.4546121791e-01,-8.9055871500e-01,5.0501982477e-02
88260.0000,-1.0907359810e+03,3.2240771840e+02,9.5430008425e+02,-2.4115359426e-01,-8.9204614770e-01,4.6691751233e-02
88270.0000,-1.0931259330e+03,3.1347997418e+02,9.5474793909e+02,-2.3683497459e-01,-8.9349651193e-01,4.2878772799e-02
88280.0000,-1.0954726445e+03,3.0453791195e+02,9.5515765110e+02,-2.3250554652e-01,-8.9490973747e-01,3.9063214231e-02
88290.0000,-1.0977760085e+03,2.9558190345e+02,9.5552919533e+02,-2.2816549822e-01,-8.9628575585e-01,3.5245242731e-02
88300.0000,-1.1000359197e+03,2.8661232108e+02,9.5586254847e+02,-2.2381501841e-01,-8.9762450041e-01,3.1425025634e-02
88310.0000,-1.1022522747e+03,2.7762953790e+02,9.5615768890e+02,-2.1945429630e-01,-8.9892590625e-01,2.7602730402e-02
88320.0000,-1.1044249721e+03,2.6863392762e+02,9.5641459670e+02,-2.1508352163e-01,-9.0018991024e-01,2.3778524608e-02
88330.0000,-1.1065539122e+03,2.5962586457e+02,9.5663325358e+02,-2.1070288462e-01,-9.0141645108e-01,1.9952575936e-02
88340.0000,-1.1086389975e+03,2.5060572367e+02,9.5681364295e+02,-2.0631257599e-01,-9.0260546922e-01,1.6125052162e-02
88350.0000,-1.1106801322e+03,2.4157388045e+02,9.5695574992e+02,-2.0191278692e-01,-9.0375690692e-01,1.2296121153e-02
88360.0000,-1.1126772223e+03,2.3253071098e+02,9.5705956124e+02,-1.9750370909e-01,-9.0487070824e-01,8.4659508513e-03
88370.0000,-1.1146301760e+03,2.2347659191e+02,9.5712506536e+02,-1.9308553459e-01,-9.0594681902e-01,4.6347092694e-03
88380.0000,-1.1165389033e+03,2.1441190041e+02,9.5715225242e+02,-1.8865845599e-01,-9.0698518693e-01,8.0256447793e-04
88390.0000,-1.1184033161e+03,2.0533701416e+02,9.5714111421e+02,-1.8422266627e-01,-9.0798576143e-01,-3.0303154022e-03
88400.0000,-1.1202233283e+03,1.9625231133e+02,9.5709164423e+02,-1.7977835885e-01,-9.0894849378e-01,-6.8637622097e-03
88410.0000,-1.1219988556e+03,1.8715817059e+02,9.5700383765e+02,-1.7532572755e-01,-9.0987333706e-01,-1.0697607753e-02
88420.0000,-1.1237298157e+03,1.7805497105e+02,9.5687769133e+02,-1.7086496660e-01,-9.1076024617e-01,-1.4531683817e-02
88430.0000,-1.1254161285e+03,1.6894309227e+02,9.5671320380e+02,-1.6639627062e-01,-9.1160917781e-01,-1.8365822176e-02
88440.0000,-1.1270577154e+03,1.5982291423e+02,9.5651037527e+02,-1.6191983459e-01,-9.1242009050e-01,-2.2199854602e-02
88450.0000,-1.1286545000e+03,1.5069481733e+02,9.5626920765e+02,-1.5743585387e-01,-9.1319294458e-01,-2.6033612871e-02
88460.0000,-1.1302064080e+03,1.4155918235e+02,9.5598970452e+02,-1.5294452420e-01,-9.1392770222e-01,-2.9866928777e-02
88470.0000,-1.1317133667e+03,1.3241639041e+02,9.5567187113e+02,-1.4844604164e-01,-9.1462432740e-01,-3.3699634138e-02
88480.0000,-1.1331753057e+03,1.2326682303e+02,9.5531571444e+02,-1.4394060258e-01,-9.1528278592e-01,-3.7531560808e-02
88490.0000,-1.1345921562e+03,1.1411086203e+02,9.5492124308e+02,-1.3942840375e-01,-9.1590304543e-01,-4.1362540684e-02
88500.0000,-1.1359638518e+03,1.0494888955e+02,9.5448846734e+02,-1.3490964219e-01,-9.1648507537e-01,-4.5192405715e-02
88510.0000,-1.1372903278e+03,9.5781288040e+01,9.5401739922e+02,-1.3038451524e-01,-9.1702884704e-01,-4.9020987915e-02
88520.0000,-1.1385715216e+03,8.6608440215e+01,9.5350805239e+02,-1.2585322054e-01,-9.1753433354e-01,-5.2848119370e-02
88530.0000,-1.1398073723e+03,7.7430729055e+01,9.5296044220e+02,-1.2131595599e-01,-9.1800150983e-01,-5.6673632245e-02
88540.0000,-1.1409978214e+03,6.8248537781e+01,9.5237458567e+02,-1.1677291977e-01,-9.1843035268e-01,-6.0497358797e-02
88550.0000,-1.1421428121e+03,5.9062249839e+01,9.5175050151e+02,-1.1222431032e-01,-9.1882084070e-01,-6.4319131385e-02
88560.0000,-1.1432422897e+03,4.9872248878e+01,9.5108821010e+02,-1.0767032633e-01,-9.1917295433e-01,-6.8138782473e-02
88570.0000,-1.1442962014e+03,4.0678918727e+01,9.5038773349e+02,-1.0311116672e-01,-9.1948667583e-01,-7.1956144645e-02
88580.0000,-1.1453044964e+03,3.1482643388e+01,9.4964909539e+02,-9.8547030629e-02,-9.1976198930e-01,-7.5771050611e-02
88590.0000,-1.1462671261e+03,2.2283807015e+01,9.4887232122e+02,-9.3978117421e-02,-9.1999888068e-01,-7.9583333221e-02
88600.0000,-1.1471840435e+03,1.3082793889e+01,9.4805743803e+02,-8.9404626654e-02,-9.2019733773e-01,-8.3392825467e-02
88610.0000,-1.1480552040e+03,3.8799884093e+00,9.4720447457e+02,-8.4826758082e-02,-9.2035735006e-01,-8.7199360501e-02
88620.0000,-1.1488805648e+03,-5.3242249339e+00,9.4631346123e+02,-8.0244711635e-02,-9.2047890908e-01,-9.1002771634e-02
88630.0000,-1.1496600850e+03,-1.4529461572e+01,9.4538443010e+02,-7.5658687415e-02,-9.2056200807e-01,-9.4802892355e-02
88640.0000,-1.1503937259e+03,-2.3735336879e+01,9.4441741491e+02,-7.1068885679e-02,-9.2060664211e-01,-9.8599556333e-02
88650.0000,-1.1510814508e+03,-3.2941466187e+01,9.4341245105e+02,-6.6475506832e-02,-9.2061280812e-01,-1.0239259743e-01
88660.0000,-1.1517232248e+03,-4.2147464810e+01,9.4236957558e+02,-6.1878751415e-02,-9.2058050486e-01,-1.0618184971e-01
88670.0000,-1.1523190152e+03,-5.1352948056e+01,9.4128882723e+02,-5.7278820090e-02,-9.2050973291e-01,-1.0996714744e-01
88680.0000,-1.1528687913e+03,-6.0557531248e+01,9.4017024636e+02,-5.2675913636e-02,-9.2040049467e-01,-1.1374832511e-01
88690.0000,-1.1533725242e+03,-6.9760829743e+01,9.3901387500e+02,-4.8070232932e-02,-9.2025279438e-01,-1.1752521745e-01
88700.0000,-1.1538301873e+03,-7.8962458949e+01,9.3781975683e+02,-4.3461978947e-02,-9.2006663810e-01,-1.2129765940e-01
88710.0000,-1.1542417559e+03,-8.8162034345e+01,9.3658793719e+02,-3.8851352730e-02,-9.1984203371e-01,-1.2506548618e-01
88720.0000,-1.1546072071e+03,-9.7359171496e+01,9.3531846304e+02,-3.4238555401e-02,-9.1957899092e-01,-1.2882853323e-01
88730.0000,-1.1549265204e+03,-1.0655348607e+02,9.3401138300e+02,-2.9623788134e-02,-9.1927752125e-01,-1.3258663628e-01
88740.0000,-1.1551996770e+03,-1.1574459388e+02,9.3266674734e+02,-2.5007252152e-02,-9.1893763805e-01,-1.3633963132e-01
88750.0000,-1.1554266602e+03,-1.2493211084e+02,9.3128460795e+02,-2.0389148711e-02,-9.1855935648e-01,-1.4008735463e-01
88760.0000,-1.1556074554e+03,-1.3411565307e+02,9.2986501838e+02,-1.5769679093e-02,-9.1814269352e-01,-1.4382964276e-01
88770.0000,-1.1557420500e+03,-1.4329483684e+02,9.2840803378e+02,-1.1149044592e-02,-9.1768766795e-01,-1.4756633258e-01
88780.0000,-1.1558304331e+03,-1.5246927862e+02,9.2691371095e+02,-6.5274465049e-03,-9.1719430037e-01,-1.5129726127e-01
88790.0000,-1.1558725964e+03,-1.6163859511e+02,9.2538210832e+02,-1.9050861187e-03,-9.1666261320e-01,-1.5502226631e-01
88800.0000,-1.1558685330e+03,-1.7080240323e+02,9.2381328594e+02,2.7178352988e-03,-9.1609263064e-01,-1.5874118551e-01
88810.0000,-1.1558182385e+03,-1.7996032016e+02,9.2220730547e+02,7.3411165112e-03,-9.1548437870e-01,-1.6245385702e-01
88820.0000,-1.1557217102e+03,-1.8911196334e+02,9.2056423019e+02,1.1964556324e-02,-9.1483788522e-01,-1.6616011933e-01
88830.0000,-1.1555789475e+03,-1.9825695049e+02,9.1888412500e+02,1.6587953596e-02,-9.1415317979e-01,-1.6985981127e-01
88840.0000,-1.1553899520e+03,-2.0739489966e+02,9.1716705642e+02,2.1211107249e-02,-9.1343029382e-01,-1.7355277205e-01
88850.0000,-1.1551547269e+03,-2.1652542921e+02,9.1541309254e+02,2.5833816281e-02,-9.1266926052e-01,-1.7723884124e-01
88860.0000,-1.1548732778e+03,-2.2564815783e+02,9.1362230309e+02,3.0455879775e-02,-9.1187011487e-01,-1.8091785877e-01
88870.0000,-1.1545456121e+03,-2.3476270459e+02,9.1179475939e+02,3.5077096911e-02,-9.1103289364e-01,-1.8458966498e-01
88880.0000,-1.1541717393e+03,-2.4386868891e+02,9.0993053434e+02,3.9697266976e-02,-9.1015763538e-01,-1.8825410058e-01
88890.0000,-1.1537516709e+03,-2.5296573064e+02,9.0802970244e+02,4.4316189378e-02,-9.0924438042e-01,-1.9191100671e-01
88900.0000,-1.1532854203e+03,-2.6205345000e+02,9.0609233980e+02,4.8933663652e-02,-9.0829317086e-01,-1.9556022490e-01
88910.0000,-1.1527730031e+03,-2.7113146768e+02,9.0411852407e+02,5.3549489473e-02,-9.0730405057e-01,-1.9920159710e-01
88920.0000,-1.1522144367e+03,-2.8019940480e+02,9.0210833452e+02,5.8163466667e-02,-9.0627706520e-01,-2.0283496568e-01
88930.0000,-1.1516097406e+03,-2.8925688293e+02,9.0006185196e+02,6.2775395221e-02,-9.0521226214e-01,-2.0646017346e-01
88940.0000,-1.1509589363e+03,-2.9830352414e+02,8.9797915878e+02,6.7385075294e-02,-9.0410969055e-01,-2.1007706371e-01
88950.0000,-1.1502620472e+03,-3.0733895101e+02,8.9586033893e+02,7.1992307230e-02,-9.0296940134e-01,-2.1368548011e-01
88960.0000,-1.1495190989e+03,-3.1636278662e+02,8.9370547794e+02,7.6596891563e-02,-9.0179144716e-01,-2.1728526684e-01
88970.0000,-1.1487301189e+03,-3.2537465459e+02,8.9151466288e+02,8.1198629034e-02,-9.0057588243e-01,-2.2087626853e-01
88980.0000,-1.1478951365e+03,-3.3437417909e+02,8.8928798237e+02,8.5797320598e-02,-8.9932276329e-01,-2.2445833029e-01
88990.0000,-1.1470141833e+03,-3.4336098486e+02,8.8702552659e+02,9.0392767433e-02,-8.9803214760e-01,-2.2803129771e-01
89000.0000,-1.1460872926e+03,-3.5233469725e+02,8.8472738724e+02,9.4984770957e-02,-8.9670409499e-01,-2.3159501687e-01
89010.0000,-1.1451145000e+03,-3.6129494218e+02,8.8239365759e+02,9.9573132831e-02,-8.9533866678e-01,-2.3514933434e-01
89020.0000,-1.1440958428e+03,-3.7024134621e+02,8.8002443240e+02,1.0415765497e-01,-8.9393592603e-01,-2.3869409722e-01
89030.0000,-1.1430313603e+03,-3.7917353653e+02,8.7761980799e+02,1.0873813957e-01,-8.9249593751e-01,-2.4222915310e-01
89040.0000,-1.1419210941e+03,-3.8809114101e+02,8.7517988219e+02,1.1331438908e-01,-8.9101876769e-01,-2.4575435010e-01
89050.0000,-1.1407650873e+03,-3.9699378817e+02,8.7270475435e+02,1.1788620626e-01,-8.8950448476e-01,-2.4926953687e-01
89060.0000,-1.1395633854e+03,-4.0588110723e+02,8.7019452531e+02,1.2245339416e-01,-8.8795315860e-01,-2.5277456261e-01
89070.0000,-1.1383160355e+03,-4.1475272810e+02,8.6764929746e+02,1.2701575613e-01,-8.8636486078e-01,-2.5626927703e-01
89080.0000,-1.1370230870e+03,-4.2360828145e+02,8.6506917464e+02,1.3157309584e-01,-8.8473966456e-01,-2.5975353043e-01
89090.0000,-1.1356845910e+03,-4.3244739865e+02,8.6245426221e+02,1.3612521731e-01,-8.8307764489e-01,-2.6322717364e-01
89100.0000,-1.1343006007e+03,-4.4126971186e+02,8.5980466703e+02,1.4067192488e-01,-8.8137887839e-01,-2.6669005807e-01
89110.0000,-1.1328711712e+03,-4.5007485399e+02,8.5712049741e+02,1.4521302323e-01,-8.7964344334e-01,-2.7014203572e-01
89120.0000,-1.1313963596e+03,-4.5886245877e+02,8.5440186317e+02,1.4974831742e-01,-8.7787141969e-01,-2.7358295912e-01
89130.0000,-1.1298762249e+03,-4.6763216070e+02,8.5164887558e+02,1.5427761286e-01,-8.7606288905e-01,-2.7701268145e-01
89140.0000,-1.1283108280e+03,-4.7638359515e+02,8.4886164739e+02,1.5880071536e-01,-8.7421793470e-01,-2.8043105644e-01
89150.0000,-1.1267002319e+03,-4.8511639828e+02,8.4604029279e+02,1.6331743109e-01,-8.7233664151e-01,-2.8383793845e-01
89160.0000,-1.1250445013e+03,-4.9383020715e+02,8.4318492744e+02,1.6782756665e-01,-8.7041909606e-01,-2.8723318242e-01
89170.0000,-1.1233437032e+03,-5.0252465967e+02,8.4029566844e+02,1.7233092902e-01,-8.6846538649e-01,-2.9061664394e-01
89180.0000,-1.1215979060e+03,-5.1119939465e+02,8.3737263434e+02,1.7682732561e-01,-8.6647560262e-01,-2.9398817921e-01
89190.0000,-1.1198071805e+03,-5.1985405179e+02,8.3441594511e+02,1.8131656427e-01,-8.6444983587e-01,-2.9734764504e-01
89200.0000,-1.1179715993e+03,-5.2848827174e+02,8.3142572216e+02,1.8579845327e-01,-8.6238817925e-01,-3.0069489891e-01
89210.0000,-1.1160912366e+03,-5.3710169606e+02,8.2840208832e+02,1.9027280132e-01,-8.6029072740e-01,-3.0402979893e-01
89220.0000,-1.1141661690e+03,-5.4569396729e+02,8.2534516783e+02,1.9473941761e-01,-8.5815757656e-01,-3.0735220384e-01
89230.0000,-1.1121964747e+03,-5.5426472891e+02,8.2225508635e+02,1.9919811179e-01,-8.5598882454e-01,-3.1066197307e-01
89240.0000,-1.1101822338e+03,-5.6281362542e+02,8.1913197093e+02,2.0364869396e-01,-8.5378457074e-01,-3.1395896670e-01
89250.0000,-1.1081235284e+03,-5.7134030231e+02,8.1597595004e+02,2.0809097474e-01,-8.5154491614e-01,-3.1724304547e-01
89260.0000,-1.1060204425e+03,-5.7984440607e+02,8.1278715350e+02,2.1252476521e-01,-8.4926996329e-01,-3.2051407082e-01
89270.0000,-1.1038730620e+03,-5.8832558425e+02,8.0956571257e+02,2.1694987700e-01,-8.4695981630e-01,-3.2377190484e-01
89280.0000,-1.1016814745e+03,-5.9678348543e+02,8.0631175983e+02,2.2136612219e-01,-8.4461458082e-01,-3.2701641034e-01
89290.0000,-1.0994457697e+03,-6.0521775926e+02,8.0302542924e+02,2.2577331344e-01,-8.4223436405e-01,-3.3024745080e-01
89300.0000,-1.0971660391e+03,-6.1362805646e+02,7.9970685614e+02,2.3017126390e-01,-8.3981927474e-01,-3.3346489043e-01
89310.0000,-1.0948423759e+03,-6.2201402887e+02,7.9635617722e+02,2.3455978727e-01,-8.3736942315e-01,-3.3666859411e-01
89320.0000,-1.0924748754e+03,-6.3037532942e+02,7.9297353050e+02,2.3893869782e-01,-8.3488492109e-01,-3.3985842748e-01
89330.0000,-1.0900636346e+03,-6.3871161217e+02,7.8955905535e+02,2.4330781034e-01,-8.3236588186e-01,-3.4303425685e-01
89340.0000,-1.0876087524e+03,-6.4702253232e+02,7.8611289248e+02,2.4766694022e-01,-8.2981242026e-01,-3.4619594930e-01
89350.0000,-1.0851103297e+03,-6.5530774622e+02,7.8263518393e+02,2.5201590341e-01,-8.2722465261e-01,-3.4934337260e-01
89360.0000,-1.0825684689e+03,-6.6356691141e+02,7.7912607303e+02,2.5635451644e-01,-8.2460269671e-01,-3.5247639530e-01
89370.0000,-1.0799832744e+03,-6.7179968659e+02,7.7558570446e+02,2.6068259643e-01,-8.2194667184e-01,-3.5559488666e-01
89380.0000,-1.0773548526e+03,-6.8000573168e+02,7.7201422417e+02,2.6499996112e-01,-8.1925669874e-01,-3.5869871671e-01
89390.0000,-1.0746833115e+03,-6.8818470781e+02,7.6841177942e+02,2.6930642885e-01,-8.1653289964e-01,-3.6178775621e-01
89400.0000,-1.0719687610e+03,-6.9633627733e+02,7.6477851876e+02,2.7360181856e-01,-8.1377539821e-01,-3.6486187670e-01
89410.0000,-1.0692113127e+03,-7.0446010384e+02,7.6111459203e+02,2.7788594985e-01,-8.1098431956e-01,-3.6792095048e-01
89420.0000,-1.0664110801e+03,-7.1255585221e+02,7.5742015033e+02,2.8215864292e-01,-8.0815979025e-01,-3.7096485063e-01
89430.0000,-1.0635681785e+03,-7.2062318856e+02,7.5369534601e+02,2.8641971863e-01,-8.0530193828e-01,-3.7399345098e-01
89440.0000,-1.0606827250e+03,-7.2866178032e+02,7.4994033272e+02,2.9066899850e-01,-8.0241089304e-01,-3.7700662616e-01
89450.0000,-1.0577548385e+03,-7.3667129621e+02,7.4615526532e+02,2.9490630469e-01,-7.9948678536e-01,-3.8000425159e-01
89460.0000,-1.0547846395e+03,-7.4465140626e+02,7.4234029993e+02,2.9913146005e-01,-7.9652974746e-01,-3.8298620348e-01
89470.0000,-1.0517722504e+03,-7.5260178184e+02,7.3849559391e+02,3.0334428808e-01,-7.9353991296e-01,-3.8595235883e-01
89480.0000,-1.0487177954e+03,-7.6052209566e+02,7.3462130582e+02,3.0754461297e-01,-7.9051741685e-01,-3.8890259543e-01
89490.0000,-1.0456214004e+03,-7.6841202178e+02,7.3071759548e+02,3.1173225962e-01,-7.8746239551e-01,-3.9183679191e-01
89500.0000,-1.0424831931e+03,-7.7627123563e+02,7.2678462387e+02,3.1590705361e-01,-7.8437498670e-01,-3.9475482768e-01
89510.0000,-1.0393033028e+03,-7.8409941404e+02,7.2282255321e+02,3.2006882123e-01,-7.8125532951e-01,-3.9765658299e-01
89520.0000,-1.0360818607e+03,-7.9189623522e+02,7.1883154690e+02,3.2421738949e-01,-7.7810356439e-01,-4.0054193888e-01
89530.0000,-1.0328189996e+03,-7.9966137880e+02,7.1481176952e+02,3.2835258611e-01,-7.7491983312e-01,-4.0341077726e-01
89540.0000,-1.0295148541e+03,-8.0739452584e+02,7.1076338683e+02,3.3247423955e-01,-7.7170427883e-01,-4.0626298083e-01
89550.0000,-1.0261695605e+03,-8.1509535881e+02,7.0668656576e+02,3.3658217900e-01,-7.6845704596e-01,-4.0909843314e-01
89560.0000,-1.0227832568e+03,-8.2276356166e+02,7.0258147440e+02,3.4067623441e-01,-7.6517828025e-01,-4.1191701860e-01
89570.0000,-1.0193560827e+03,-8.3039881980e+02,6.9844828200e+02,3.4475623646e-01,-7.6186812875e-01,-4.1471862242e-01
89580.0000,-1.0158881795e+03,-8.3800082011e+02,6.9428715893e+02,3.4882201660e-01,-7.5852673981e-01,-4.1750313070e-01
89590.0000,-1.0123796903e+03,-8.4556925095e+02,6.9009827673e+02,3.5287340704e-01,-7.5515426303e-01,-4.2027043036e-01
89600.0000,-1.0088307599e+03,-8.5310380222e+02,6.8588180804e+02,3.5691024078e-01,-7.5175084933e-01,-4.2302040921e-01
89610.0000,-1.0052415345e+03,-8.6060416529e+02,6.8163792663e+02,3.6093235157e-01,-7.4831665084e-01,-4.2575295589e-01
89620.0000,-1.0016121624e+03,-8.6807003310e+02,6.7736680738e+02,3.6493957398e-01,-7.4485182099e-01,-4.2846795992e-01
89630.0000,-9.9794279321e+02,-8.7550110010e+02,6.7306862626e+02,3.6893174334e-01,-7.4135651443e-01,-4.3116531169e-01
89640.0000,-9.9423357827e+02,-8.8289706231e+02,6.6874356034e+02,3.7290869582e-01,-7.3783088702e-01,-4.3384490246e-01
89650.0000,-9.9048467056e+02,-8.9025761729e+02,6.6439178777e+02,3.7687026835e-01,-7.3427509589e-01,-4.3650662436e-01
89660.0000,-9.8669622470e+02,-8.9758246420e+02,6.6001348777e+02,3.8081629873e-01,-7.3068929934e-01,-4.3915037042e-01
89670.0000,-9.8286839693e+02,-9.0487130379e+02,6.5560884063e+02,3.8474662552e-01,-7.2707365690e-01,-4.4177603452e-01
89680.0000,-9.7900134507e+02,-9.1212383839e+02,6.5117802770e+02,3.8866108816e-01,-7.2342832929e-01,-4.4438351146e-01
89690.0000,-9.7509522858e+02,-9.1933977196e+02,6.4672123137e+02,3.9255952689e-01,-7.1975347839e-01,-4.4697269693e-01
89700.0000,-9.7115020848e+02,-9.2651881009e+02,6.4223863508e+02,3.9644178280e-01,-7.1604926727e-01,-4.4954348749e-01
89710.0000,-9.6716644739e+02,-9.3366065999e+02,6.3773042328e+02,4.0030769783e-01,-7.1231586016e-01,-4.5209578062e-01
89720.0000,-9.6314410952e+02,-9.4076503052e+02,6.3319678146e+02,4.0415711477e-01,-7.0855342245e-01,-4.5462947469e-01
89730.0000,-9.5908336061e+02,-9.4783163222e+02,6.2863789612e+02,4.0798987727e-01,-7.0476212066e-01,-4.5714446899e-01
89740.0000,-9.5498436800e+02,-9.5486017728e+02,6.2405395475e+02,4.1180582983e-01,-7.0094212244e-01,-4.5964066370e-01
89750.0000,-9.5084730056e+02,-9.6185037957e+02,6.1944514584e+02,4.1560481784e-01,-6.9709359656e-01,-4.6211795993e-01
89760.0000,-9.4667232869e+02,-9.6880195467e+02,6.1481165886e+02,4.1938668756e-01,-6.9321671291e-01,-4.6457625969e-01
89770.0000,-9.4245962436e+02,-9.7571461986e+02,6.1015368428e+02,4.2315128613e-01,-6.8931164248e-01,-4.6701546592e-01
89780.0000,-9.3820936104e+02,-9.8258809412e+02,6.0547141351e+02,4.2689846159e-01,-6.8537855734e-01,-4.6943548246e-01
89790.0000,-9.3392171370e+02,-9.8942209819e+02,6.0076503891e+02,4.3062806284e-01,-6.8141763064e-01,-4.7183621410e-01
89800.0000,-9.2959685886e+02,-9.9621635450e+02,5.9603475382e+02,4.3433993972e-01,-6.7742903662e-01,-4.7421756654e-01
89810.0000,-9.2523497448e+02,-1.0029705873e+03,5.9128075249e+02,4.3803394295e-01,-6.7341295054e-01,-4.7657944641e-01
89820.0000,-9.2083624007e+02,-1.0096845225e+03,5.8650323010e+02,4.4170992417e-01,-6.6936954875e-01,-4.7892176129e-01
89830.0000,-9.1640083657e+02,-1.0163578878e+03,5.8170238278e+02,4.4536773593e-01,-6.6529900860e-01,-4.8124441966e-01
89840.0000,-9.1192894641e+02,-1.0229904128e+03,5.7687840754e+02,4.4900723171e-01,-6.6120150849e-01,-4.8354733098e-01
89850.0000,-9.0742075349e+02,-1.0295818287e+03,5.7203150230e+02,4.5262826590e-01,-6.5707722783e-01,-4.8583040561e-01
89860.0000,-9.0287644314e+02,-1.0361318687e+03,5.6716186586e+02,4.5623069384e-01,-6.5292634704e-01,-4.8809355488e-01
89870.0000,-8.9829620214e+02,-1.0426402676e+03,5.6226969792e+02,4.5981437180e-01,-6.4874904752e-01,-4.9033669106e-01
89880.0000,-8.9368021871e+02,-1.0491067622e+03,5.5735519905e+02,4.6337915698e-01,-6.4454551168e-01,-4.9255972734e-01
89890.0000,-8.8902868248e+02,-1.0555310911e+03,5.5241857068e+02,4.6692490755e-01,-6.4031592287e-01,-4.9476257791e-01
89900.0000,-8.8434178450e+02,-1.0619129945e+03,5.4746001508e+02,4.7045148260e-01,-6.3606046543e-01,-4.9694515786e-01
89910.0000,-8.7961971723e+02,-1.0682522148e+03,5.4247973539e+02,4.7395874221e-01,-6.3177932465e-01,-4.9910738326e-01
89920.0000,-8.7486267452e+02,-1.0745484960e+03,5.3747793555e+02,4.7744654739e-01,-6.2747268674e-01,-5.0124917114e-01
89930.0000,-8.7007085160e+02,-1.0808015842e+03,5.3245482037e+02,4.8091476013e-01,-6.2314073887e-01,-5.0337043947e-01
89940.0000,-8.6524444509e+02,-1.0870112271e+03,5.2741059543e+02,4.8436324340e-01,-6.1878366911e-01,-5.0547110720e-01
89950.0000,-8.6038365294e+02,-1.0931771744e+03,5.2234546715e+02,4.8779186112e-01,-6.1440166644e-01,-5.0755109422e-01
89960.0000,-8.5548867451e+02,-1.0992991779e+03,5.1725964273e+02,4.9120047821e-01,-6.0999492076e-01,-5.0961032140e-01
89970.0000,-8.5055971046e+02,-1.1053769910e+03,5.1215333017e+02,4.9458896057e-01,-6.0556362282e-01,-5.1164871057e-01
89980.0000,-8.4559696282e+02,-1.1114103691e+03,5.0702673822e+02,4.9795717508e-01,-6.0110796429e-01,-5.1366618453e-01
89990.0000,-8.4060063494e+02,-1.1173990696e+03,5.0188007643e+02,5.0130498960e-01,-5.9662813767e-01,-5.1566266703e-01
90000.0000,-8.3557093146e+02,-1.1233428519e+03,4.9671355509e+02,5.0463227302e-01,-5.9212433635e-01,-5.1763808281e-01
90010.0000,-8.3050805834e+02,-1.1292414771e+03,4.9152738524e+02,5.0793889520e-01,-5.8759675452e-01,-5.1959235758e-01
90020.0000,-8.2541222285e+02,-1.1350947084e+03,4.8632177866e+02,5.1122472701e-01,-5.8304558725e-01,-5.2152541802e-01
90030.0000,-8.2028363353e+02,-1.1409023109e+03,4.8109694784e+02,5.1448964034e-01,-5.7847103040e-01,-5.2343719177e-01
90040.0000,-8.1512250020e+02,-1.1466640517e+03,4.7585310601e+02,5.1773350808e-01,-5.7387328067e-01,-5.2532760747e-01
90050.0000,-8.0992903394e+02,-1.1523796998e+03,4.7059046712e+02,5.2095620413e-01,-5.6925253553e-01,-5.2719659472e-01
90060.0000,-8.0470344710e+02,-1.1580490264e+03,4.6530924578e+02,5.2415760342e-01,-5.6460899327e-01,-5.2904408410e-01
90070.0000,-7.9944595328e+02,-1.1636718044e+03,4.6000965732e+02,5.2733758190e-01,-5.5994285295e-01,-5.3087000718e-01
90080.0000,-7.9415676728e+02,-1.1692478088e+03,4.5469191775e+02,5.3049601654e-01,-5.5525431440e-01,-5.3267429649e-01
90090.0000,-7.8883610516e+02,-1.1747768167e+03,4.4935624373e+02,5.3363278534e-01,-5.5054357819e-01,-5.3445688557e-01
90100.0000,-7.8348418419e+02,-1.1802586070e+03,4.4400285259e+02,5.3674776735e-01,-5.4581084566e-01,-5.3621770891e-01
90110.0000,-7.7810122283e+02,-1.1856929609e+03,4.3863196231e+02,5.3984084263e-01,-5.4105631889e-01,-5.3795670200e-01
90120.0000,-7.7268744075e+02,-1.1910796614e+03,4.3324379152e+02,5.4291189230e-01,-5.3628020067e-01,-5.3967380132e-01
90130.0000,-7.6724305879e+02,-1.1964184936e+03,4.2783855947e+02,5.4596079850e-01,-5.3148269451e-01,-5.4136894432e-01
90140.0000,-7.6176829897e+02,-1.2017092447e+03,4.2241648603e+02,5.4898744444e-01,-5.2666400463e-01,-5.4304206944e-01
90150.0000,-7.5626338448e+02,-1.2069517038e+03,4.1697779167e+02,5.5199171436e-01,-5.2182433594e-01,-5.4469311612e-01
90160.0000,-7.5072853965e+02,-1.2121456621e+03,4.1152269750e+02,5.5497349357e-01,-5.1696389404e-01,-5.4632202476e-01
90170.0000,-7.4516398995e+02,-1.2172909131e+03,4.0605142517e+02,5.5793266841e-01,-5.1208288519e-01,-5.4792873677e-01
90180.0000,-7.3956996200e+02,-1.2223872520e+03,4.0056419694e+02,5.6086912630e-01,-5.0718151632e-01,-5.4951319455e-01
90190.0000,-7.3394668353e+02,-1.2274344763e+03,3.9506123565e+02,5.6378275571e-01,-5.0225999501e-01,-5.5107534145e-01
90200.0000,-7.2829438336e+02,-1.2324323854e+03,3.8954276467e+02,5.6667344616e-01,-4.9731852947e-01,-5.5261512186e-01
